#{"t_start": 1770576848.9145932, "env_id": "None"}
r,l,t
-5.33956,1,6.298379
-14.774109,1,6.299636
-10.11084,1,6.300853
-12.211112,1,6.301924
-8.245489,1,6.303066
-15.244165,1,6.304339
-9.526005,1,6.305563
-7.496159,1,6.30654
100.0,1,6.307242
-8.029142,1,6.308021
-9.285967,1,6.30873
-6.526398,1,6.309476
-15.575512,1,6.310287
-7.563436,1,6.311035
-4.046136,1,6.311803
-14.355905,1,6.31255
-3.608849,1,6.313257
-17.158862,1,6.314096
-5.247255,1,6.314811
-7.951178,1,6.315588
-11.879823,1,6.316296
-3.503159,1,6.31706
-16.268695,1,6.317793
-10.828871,1,6.318532
-18.916696,1,6.319337
-6.694281,1,6.320048
-14.255062,1,6.320776
-10.252769,1,6.321612
-7.212944,1,6.322366
-15.601707,1,6.323174
-28.917788,1,6.323888
-5.899276,1,6.324831
-10.290388,1,6.325549
-12.880487,1,6.326263
-9.449764,1,6.327013
100.0,1,6.327738
100.0,1,6.328443
-3.97696,1,6.329152
-2.249548,1,6.329923
-9.68443,1,6.330687
-15.795682,1,6.331489
-10.580386,1,6.332198
-21.348581,1,6.332916
-11.472732,1,6.333688
-19.295361,1,6.334397
-27.61882,1,6.335108
-6.246674,1,6.335865
100.0,1,6.336601
-12.136164,1,6.337541
-2.797695,1,6.338329
-18.233831,1,6.339047
-15.527983,1,6.339862
-13.40718,1,6.340717
-4.05677,1,6.341472
-7.8943,1,6.342188
-16.318052,1,6.342903
-15.148033,1,6.343614
100.0,1,6.344321
100.0,1,6.345025
-24.850557,1,6.345929
-19.027432,1,6.346696
-9.811591,1,6.347413
100.0,1,6.348154
-16.270083,1,6.348894
-15.640158,1,6.349607
-2.113528,1,6.350347
-2.114931,1,6.351082
-3.995474,1,6.351835
-27.600699,1,6.352548
-12.089739,1,6.353299
-5.647898,1,6.354067
100.0,1,6.355063
-29.680777,1,6.356025
-6.604015,1,6.356877
-3.890353,1,6.357639
-14.800811,1,6.35843
-3.981353,1,6.359201
-2.43178,1,6.359973
-6.997856,1,6.360739
-3.688845,1,6.36154
-24.12302,1,6.362248
-15.754536,1,6.363039
-7.123412,1,6.363798
100.0,1,6.364585
-10.296723,1,6.365294
-10.160587,1,6.366001
-7.412735,1,6.366763
-4.618474,1,6.367532
100.0,1,6.368232
-7.860285,1,6.369041
-20.210878,1,6.369946
-5.5334,1,6.370714
-13.158089,1,6.371526
-7.551756,1,6.372298
100.0,1,6.373012
-5.643333,1,6.373772
-13.764592,1,6.374478
-2.742992,1,6.375262
-5.931068,1,6.376271
-9.917006,1,6.377156
-2.228721,1,6.377929
-18.176526,1,6.378789
-31.299169,1,6.379507
100.0,1,6.380209
100.0,1,6.380921
-11.369193,1,6.381637
100.0,1,6.382346
-14.92731,1,6.383132
-6.101028,1,6.383892
-13.016562,1,6.384691
-12.156221,1,6.385472
-14.983399,1,6.386184
-8.904598,1,6.386914
-12.237777,1,6.38763
-22.588863,1,6.38834
-12.79805,1,6.389317
-31.948633,1,6.390234
-10.465287,1,6.390954
100.0,1,6.391694
-8.097641,1,6.392401
-15.96392,1,6.393185
-8.303631,1,6.393938
-12.601909,1,6.394724
-11.863656,1,6.395611
-9.586082,1,6.396321
100.0,1,6.397029
-26.817165,1,6.397838
-18.670182,1,6.39888
-25.822175,1,6.399598
-8.222914,1,6.400404
-14.799387,1,6.401114
-10.416417,1,6.401828
-3.253192,1,6.402704
100.0,1,6.403402
-3.649516,1,6.404116
-14.777962,1,6.404846
-9.717098,1,6.405565
-6.10328,1,6.406274
-6.969218,1,6.406988
-17.73491,1,6.407731
-14.305307,1,6.408679
-3.471186,1,6.40953
-2.737452,1,6.410269
100.0,1,6.410993
-4.616473,1,6.411705
-11.948366,1,6.412445
-8.489016,1,6.413152
100.0,1,6.413881
-5.05846,1,6.414631
-10.164124,1,6.415425
-8.444097,1,6.416133
-17.59051,1,6.416855
-2.143632,1,6.417626
-4.919566,1,6.418397
-13.113971,1,6.41913
100.0,1,6.419866
-3.552953,1,6.420669
100.0,1,6.421367
-3.702593,1,6.422162
-8.561894,1,6.422878
-2.610719,1,6.423585
-8.378315,1,6.424613
-5.787973,1,6.42537
-16.437686,1,6.426241
-6.801361,1,6.427043
-13.119462,1,6.428095
-14.773335,1,6.42914
-6.107174,1,6.429918
-15.863642,1,6.430636
-2.645503,1,6.431343
-5.461815,1,6.432066
-7.550726,1,6.432779
-7.589255,1,6.433491
-7.463356,1,6.434202
-8.893722,1,6.434961
-12.369295,1,6.435677
100.0,1,6.436382
-10.878651,1,6.437163
-7.747641,1,6.437875
-18.417001,1,6.438584
-10.660617,1,6.439314
-15.602046,1,6.440119
-6.435749,1,6.440833
-14.008402,1,6.441545
100.0,1,6.442261
-13.759496,1,6.443028
-2.498136,1,6.443777
-3.201066,1,6.444569
100.0,1,6.445292
-5.366349,1,6.445998
-10.196598,1,6.446721
-31.902099,1,6.44743
-31.413421,1,6.448139
-15.478055,1,6.449036
-9.977602,1,6.449866
-8.356366,1,6.450581
-32.558159,1,6.451289
-8.804551,1,6.452054
-22.465369,1,6.452935
-4.796357,1,6.453707
-15.866909,1,6.454413
-13.69427,1,6.455387
-13.622635,1,6.456101
-9.56139,1,6.456814
-13.80382,1,6.457525
-11.147789,1,6.458344
-13.835031,1,6.459063
100.0,1,6.45977
-8.639073,1,6.46078
-10.88317,1,6.461554
-27.866703,1,6.462264
-9.219842,1,6.462976
-3.028451,1,6.463749
-7.835589,1,6.464458
-9.581663,1,6.465171
-8.451703,1,6.465891
-8.746002,1,6.466613
-3.137145,1,6.467324
-4.142877,1,6.468086
-25.201587,1,6.468805
-12.313797,1,6.469577
100.0,1,6.470289
-13.210997,1,6.470999
-8.267246,1,6.471771
100.0,1,6.472461
-16.834127,1,6.473168
-8.830697,1,6.473879
-30.930034,1,6.474597
-2.140624,1,6.475377
-14.216393,1,6.476089
-7.727703,1,6.476879
-4.005101,1,6.477636
-21.964145,1,6.478552
-13.543417,1,6.479257
100.0,1,6.479964
-14.044363,1,6.48088
-18.072145,1,6.481923
100.0,1,6.48264
-4.508158,1,6.483408
-19.255595,1,6.484119
100.0,1,6.484824
100.0,1,6.485538
-25.766075,1,6.486264
-2.58779,1,6.48703
-7.220968,1,6.488034
-8.336089,1,6.488833
-6.928781,1,6.489606
-9.456001,1,6.490325
-8.701457,1,6.491036
-6.560661,1,6.491755
-10.634892,1,6.492465
-22.541028,1,6.493526
-13.425924,1,6.494508
-4.819064,1,6.495263
-10.139665,1,6.496009
-13.001155,1,6.496726
-5.611027,1,6.497463
-6.029889,1,6.49819
-27.737769,1,6.498949
-8.776985,1,6.499731
-11.806377,1,6.500504
-5.808126,1,6.501288
-6.176406,1,6.502214
-7.040736,1,6.503023
-9.353783,1,6.50379
-10.920518,1,6.5045
-3.454379,1,6.505248
-9.837472,1,6.505958
-25.454734,1,6.506675
-10.350951,1,6.507461
-9.907011,1,6.508206
-11.051682,1,6.509
-23.901987,1,6.509714
-13.592288,1,6.510421
-24.49537,1,6.51113
-14.930994,1,6.511862
-7.404076,1,6.512649
100.0,1,6.513368
-3.196311,1,6.514114
100.0,1,6.514835
-3.218826,1,6.515609
-5.904239,1,6.516376
-7.967767,1,6.517129
-21.439154,1,6.517843
-17.508419,1,6.518888
-6.990617,1,6.519644
-18.8145,1,6.520698
-8.013078,1,6.521455
-7.711958,1,6.522219
-4.570586,1,6.522956
-3.976507,1,6.52372
100.0,1,6.524428
-26.126597,1,6.525143
-7.109502,1,6.525865
-14.559498,1,6.526667
100.0,1,6.52738
-13.965475,1,6.528304
100.0,1,6.529032
-15.179162,1,6.52975
-19.293766,1,6.530803
-26.013395,1,6.531528
100.0,1,6.532235
100.0,1,6.532941
100.0,1,6.53365
-28.947549,1,6.534503
100.0,1,6.535218
-9.153624,1,6.535978
-11.304909,1,6.536726
-20.093704,1,6.53744
100.0,1,6.538153
-6.714492,1,6.539027
100.0,1,6.539756
100.0,1,6.540463
-9.161849,1,6.541212
-11.831886,1,6.541929
-25.455589,1,6.54264
-7.2462,1,6.543514
-18.778023,1,6.544223
-5.59098,1,6.544986
-8.804296,1,6.545701
-11.491845,1,6.546408
-9.297184,1,6.547163
-4.943504,1,6.54792
-16.175036,1,6.548647
-5.244487,1,6.549392
-3.734342,1,6.550174
-31.969542,1,6.550887
100.0,1,6.551588
-17.778359,1,6.552318
-9.794549,1,6.553054
-8.380536,1,6.553872
-5.266537,1,6.554697
-12.168436,1,6.555472
-3.961465,1,6.556184
-13.953827,1,6.5569
-21.257665,1,6.557618
-11.643333,1,6.558327
-6.018302,1,6.55918
100.0,1,6.55997
-5.225318,1,6.560774
-10.45669,1,6.561476
100.0,1,6.562182
-8.27404,1,6.562968
-6.516393,1,6.563736
-5.27349,1,6.564478
-13.464874,1,6.565304
-11.434615,1,6.56602
-5.845173,1,6.566795
-7.757884,1,6.56755
-13.42994,1,6.568258
-5.379864,1,6.569017
-4.398539,1,6.569731
-27.337343,1,6.570438
-9.267187,1,6.571203
-20.519987,1,6.571922
-17.702192,1,6.572723
-4.209124,1,6.573428
100.0,1,6.574131
-3.400392,1,6.574845
-27.15351,1,6.575901
100.0,1,6.576638
-10.440322,1,6.577365
-16.733608,1,6.578101
-20.660698,1,6.57896
-10.736678,1,6.579701
-4.867038,1,6.580445
-3.249915,1,6.581211
-5.405695,1,6.581965
100.0,1,6.582685
-15.453454,1,6.583392
100.0,1,6.5841
-23.94917,1,6.585103
-31.433085,1,6.585819
-7.42869,1,6.586534
-10.945505,1,6.587242
-34.262242,1,6.587952
-16.424107,1,6.588671
-10.004562,1,6.589374
-20.392669,1,6.590181
-18.102271,1,6.591076
100.0,1,6.591807
-11.608881,1,6.592601
-4.931473,1,6.593388
-5.699407,1,6.59415
-25.910131,1,6.595208
-19.024177,1,6.596028
-8.864202,1,6.596743
-12.931213,1,6.597453
-4.084792,1,6.5982
-5.154435,1,6.598962
100.0,1,6.599669
100.0,1,6.600387
-2.547222,1,6.60114
-11.487479,1,6.601854
-14.644272,1,6.602653
-17.031665,1,6.603507
-8.05547,1,6.604217
-18.37873,1,6.605055
100.0,1,6.605762
-9.73763,1,6.60651
100.0,1,6.607233
-11.871429,1,6.608019
-19.970227,1,6.6089
-7.573678,1,6.609614
-2.828691,1,6.61038
-11.080046,1,6.611104
-6.110654,1,6.611818
-4.540729,1,6.612631
-24.295183,1,6.6136
-9.902846,1,6.614421
-9.068199,1,6.615184
-19.991268,1,6.616228
-2.699006,1,6.616983
-4.667846,1,6.617986
-2.741231,1,6.618748
-10.943279,1,6.61958
-20.605904,1,6.620404
-7.035635,1,6.621169
-9.766847,1,6.621946
-12.55992,1,6.622664
100.0,1,6.623389
-19.073362,1,6.624214
-3.150839,1,6.624974
-22.856017,1,6.625947
-12.371628,1,6.626723
-22.361207,1,6.627772
-13.900627,1,6.628486
-4.871448,1,6.629237
-4.345972,1,6.630037
100.0,1,6.630742
-6.199162,1,6.631449
-20.337945,1,6.632183
-4.979794,1,6.63294
-9.375451,1,6.633658
-3.038136,1,6.634424
-3.913908,1,6.635132
-20.295659,1,6.636019
-16.034739,1,6.636732
-14.748777,1,6.637437
-3.535869,1,6.638192
-8.946818,1,6.638931
-8.714407,1,6.63974
-2.931739,1,6.64045
-12.280213,1,6.64116
100.0,1,6.641876
-14.382638,1,6.642597
100.0,1,6.643312
-4.135829,1,6.644061
100.0,1,6.64478
-3.216821,1,6.64553
-18.093222,1,6.646405
-2.179827,1,6.647192
-13.10211,1,6.648047
-14.503484,1,6.648824
-8.525442,1,6.649537
-9.775611,1,6.650245
-2.680381,1,6.651
-7.316567,1,6.651739
-22.760666,1,6.652447
-5.34479,1,6.653159
-12.884842,1,6.654216
-24.798154,1,6.654933
-32.677036,1,6.655648
-3.819379,1,6.656364
-9.209953,1,6.657374
-14.208237,1,6.658099
-4.525366,1,6.658823
-5.993208,1,6.659584
-3.688126,1,6.660594
-12.427431,1,6.661341
-25.868017,1,6.662048
-11.730559,1,6.662771
-18.729013,1,6.66351
-15.983558,1,6.664423
-4.887701,1,6.665132
-8.652754,1,6.665842
-23.929747,1,6.666555
-9.05913,1,6.667263
100.0,1,6.667969
-16.959142,1,6.668767
-10.743655,1,6.669511
-5.910276,1,6.67022
-3.6295,1,6.670994
-4.243053,1,6.671748
-9.40651,1,6.67251
-10.17,1,6.673239
-14.927163,1,6.674196
-10.929275,1,6.674964
-24.575018,1,6.675799
-2.991292,1,6.676518
-5.583444,1,6.677279
-4.628702,1,6.678041
-19.674632,1,6.679055
-6.412525,1,6.679883
-9.06299,1,6.680654
100.0,1,6.681376
-12.075906,1,6.682084
-8.435015,1,7.023512
-15.067373,1,7.024905
-3.194692,1,7.026396
-11.264774,1,7.027815
-3.028176,1,7.029279
-22.251217,1,7.030937
-5.3546,1,7.032389
-15.578733,1,7.034366
-5.713573,1,7.035735
-29.122981,1,7.037318
-6.910052,1,7.038836
-9.456414,1,7.040277
-6.467644,1,7.041633
-12.91897,1,7.043159
-7.298034,1,7.044259
-7.506587,1,7.045329
-25.12179,1,7.046444
-13.657227,1,7.047524
-7.657861,1,7.048672
-14.844575,1,7.050036
-3.585707,1,7.05125
-5.99167,1,7.052388
-14.268249,1,7.053459
-21.430787,1,7.054765
-15.711863,1,7.056363
-20.547535,1,7.057517
-7.553972,1,7.058595
-2.648774,1,7.059721
100.0,1,7.060805
-4.179893,1,7.061928
-4.203224,1,7.063526
-12.503826,1,7.064531
-9.90601,1,7.065275
-5.21937,1,7.065976
100.0,1,7.066671
-26.258778,1,7.067371
-6.221304,1,7.068105
-11.272874,1,7.068809
-3.064603,1,7.069531
-18.522998,1,7.070236
100.0,1,7.070944
-2.214663,1,7.071654
-6.345461,1,7.072374
100.0,1,7.073062
-12.469148,1,7.073935
-29.740908,1,7.07464
-3.053402,1,7.075337
-8.516783,1,7.076144
-12.453757,1,7.077124
-14.884107,1,7.077829
-22.755189,1,7.078865
-4.176856,1,7.079571
100.0,1,7.080325
-15.216626,1,7.081124
-12.170826,1,7.081836
100.0,1,7.082529
-24.602417,1,7.083422
-2.720233,1,7.084255
-12.246454,1,7.085058
-3.604149,1,7.085815
-12.690006,1,7.086524
-5.266771,1,7.087222
-11.258111,1,7.087932
-6.189371,1,7.08868
-3.543496,1,7.08944
-5.496511,1,7.090173
-3.43186,1,7.09092
-7.9863,1,7.091704
100.0,1,7.092422
-13.447062,1,7.093139
-10.835195,1,7.09389
-23.216514,1,7.094592
-12.634149,1,7.095288
-4.943137,1,7.096039
-12.351942,1,7.096874
-27.000546,1,7.097915
-4.623919,1,7.098675
-6.367888,1,7.099373
-8.189769,1,7.100075
-18.880199,1,7.100778
-15.28217,1,7.101473
-15.836994,1,7.10217
-23.910078,1,7.102875
-15.224794,1,7.103765
-5.118809,1,7.104472
-7.70534,1,7.105237
-2.490509,1,7.105994
-4.225365,1,7.106697
-9.443682,1,7.107406
-16.457187,1,7.10826
-15.517276,1,7.108965
-8.387404,1,7.109669
-3.710126,1,7.110429
-3.920868,1,7.111422
-6.463986,1,7.112176
-3.237477,1,7.112941
-5.99153,1,7.113693
-9.970365,1,7.11439
100.0,1,7.115095
100.0,1,7.1158
-3.613792,1,7.116548
-18.488687,1,7.117336
100.0,1,7.118041
100.0,1,7.119052
-7.792973,1,7.119815
-7.150103,1,7.120518
100.0,1,7.121202
-19.134347,1,7.122124
-31.63671,1,7.122828
-4.925804,1,7.123573
-4.734584,1,7.124326
-7.73835,1,7.125107
-12.081255,1,7.125833
-7.910926,1,7.126551
-3.092494,1,7.127259
-5.967501,1,7.127985
100.0,1,7.128718
-6.483685,1,7.129437
-25.835673,1,7.130145
-13.453042,1,7.130861
-6.731504,1,7.131608
-2.599763,1,7.132306
-14.041127,1,7.133007
-14.204761,1,7.133813
-5.421765,1,7.134517
-29.652502,1,7.135215
-5.710316,1,7.135982
-14.996438,1,7.136832
-19.453738,1,7.137551
-10.864926,1,7.138256
-14.595584,1,7.138964
-8.560832,1,7.13999
100.0,1,7.140702
-14.309404,1,7.1414
100.0,1,7.14209
100.0,1,7.142781
-8.540066,1,7.143527
-15.319043,1,7.144224
-2.42983,1,7.144968
-14.989521,1,7.145755
-11.457427,1,7.146454
-6.121499,1,7.147152
-3.774061,1,7.147863
-7.191245,1,7.14862
100.0,1,7.149316
-18.024825,1,7.150118
-12.34879,1,7.150913
-15.306587,1,7.151621
-21.568002,1,7.152474
-7.54459,1,7.153192
-26.622859,1,7.154136
-29.587827,1,7.155185
-15.955844,1,7.156018
-10.759543,1,7.156837
-8.52158,1,7.157604
-10.465985,1,7.158365
-5.034893,1,7.159081
-12.011879,1,7.160044
-16.806266,1,7.160896
-12.540725,1,7.161607
-8.943086,1,7.162311
-12.058909,1,7.163346
-8.77602,1,7.164098
-6.235611,1,7.164836
-12.657004,1,7.165644
-18.447382,1,7.166433
-5.954091,1,7.167138
-9.378345,1,7.167873
-5.275312,1,7.168633
-7.606641,1,7.169424
-28.129422,1,7.170124
100.0,1,7.170837
100.0,1,7.171545
-20.28736,1,7.172584
-18.258293,1,7.173423
100.0,1,7.174119
100.0,1,7.174835
-11.209257,1,7.17561
-5.153124,1,7.176501
-4.515578,1,7.177201
100.0,1,7.177911
-13.658793,1,7.178627
-7.924579,1,7.17932
100.0,1,7.180057
100.0,1,7.180774
-11.555907,1,7.181587
-6.422895,1,7.182364
-5.725375,1,7.18307
-2.335452,1,7.183862
-12.652473,1,7.184589
100.0,1,7.185308
-2.233458,1,7.186047
-12.202233,1,7.186784
-2.880122,1,7.187482
-12.007497,1,7.18818
-26.66494,1,7.188884
-9.791393,1,7.189714
-5.121497,1,7.190468
-5.173294,1,7.191246
-16.695663,1,7.191981
100.0,1,7.192688
-29.504154,1,7.193516
-5.380885,1,7.194261
-8.322094,1,7.195295
100.0,1,7.196004
-11.406128,1,7.19699
-13.531523,1,7.1977
-2.676851,1,7.198472
-3.479697,1,7.199167
-2.463092,1,7.19988
-15.931289,1,7.200585
-12.448415,1,7.201287
100.0,1,7.202001
-7.024083,1,7.202741
-15.658784,1,7.203533
-11.642925,1,7.204336
-17.343212,1,7.20535
-8.8992,1,7.206058
-20.397422,1,7.206763
-21.036625,1,7.207779
-3.981381,1,7.208511
-10.246995,1,7.209211
-3.467098,1,7.209962
100.0,1,7.210658
-8.342228,1,7.211356
-24.694759,1,7.212064
100.0,1,7.212774
-4.073346,1,7.213518
-3.193231,1,7.214234
-7.279325,1,7.214998
-12.607195,1,7.215709
-6.976848,1,7.216411
-4.688094,1,7.217115
-23.660807,1,7.218157
100.0,1,7.21886
-5.136967,1,7.219631
-2.074778,1,7.220327
-10.22522,1,7.221337
-8.727648,1,7.222072
-6.379638,1,7.222813
-13.793364,1,7.223513
-13.890262,1,7.224366
-2.684527,1,7.225126
-3.967919,1,7.225832
-2.976182,1,7.22655
-3.70138,1,7.227301
-12.976415,1,7.228028
-5.144184,1,7.228803
100.0,1,7.229512
-4.093946,1,7.230271
-11.531727,1,7.231066
-18.067241,1,7.23209
-11.656456,1,7.232797
-13.162008,1,7.233831
-9.609398,1,7.234579
100.0,1,7.235268
-16.428236,1,7.235971
-12.983105,1,7.236678
-6.908646,1,7.237386
-11.165615,1,7.238097
-3.11993,1,7.238815
100.0,1,7.239777
-31.593914,1,7.240481
-8.060914,1,7.241493
-18.199984,1,7.242542
-2.728779,1,7.243293
-13.816337,1,7.244328
-8.695322,1,7.245078
-6.465437,1,7.245865
-17.35879,1,7.246571
-11.58668,1,7.247269
100.0,1,7.247967
-4.265851,1,7.248703
-3.636495,1,7.249445
-11.943707,1,7.250214
-9.399587,1,7.250935
100.0,1,7.251633
-19.466322,1,7.252444
-5.747083,1,7.253204
-12.698265,1,7.253924
-11.766259,1,7.254636
-5.600192,1,7.255431
-15.773999,1,7.256131
-21.396461,1,7.256972
-12.015298,1,7.25771
-5.11599,1,7.258749
-10.72549,1,7.259475
-11.240001,1,7.260217
-5.419928,1,7.260995
-2.208528,1,7.261741
-5.942126,1,7.26249
-4.925974,1,7.26326
-8.912589,1,7.264037
-2.454327,1,7.264799
-4.6155,1,7.265506
-7.408575,1,7.266207
-8.059223,1,7.26691
-14.286695,1,7.267612
-13.96517,1,7.268308
-26.669597,1,7.269005
-3.512015,1,7.269757
-10.145971,1,7.270456
-3.055227,1,7.271158
-15.038526,1,7.272202
-15.99345,1,7.272922
-24.750195,1,7.273774
-25.810578,1,7.274795
-12.383626,1,7.275568
-8.234695,1,7.276356
-25.191861,1,7.277062
-17.023751,1,7.277848
-16.296118,1,7.278561
-15.067216,1,7.279335
-6.196613,1,7.280066
-3.900841,1,7.280774
-15.871061,1,7.281582
-3.805648,1,7.282339
-4.670239,1,7.28304
-19.575763,1,7.283862
-2.53446,1,7.284622
-10.237858,1,7.285645
-5.896735,1,7.286344
-18.746631,1,7.287186
-18.804251,1,7.287917
-8.122333,1,7.288629
-27.003843,1,7.289334
-13.812239,1,7.290115
-17.613456,1,7.290879
-10.530331,1,7.291587
-11.643444,1,7.292315
-8.875138,1,7.293191
-6.4128,1,7.293896
-4.145554,1,7.294659
-9.837105,1,7.295362
-21.653558,1,7.296228
-7.732914,1,7.296976
-11.742126,1,7.297679
-3.070868,1,7.298433
-5.429459,1,7.299132
-2.712238,1,7.299926
-4.74449,1,7.300689
100.0,1,7.301401
-21.229877,1,7.302123
-14.534617,1,7.302831
-13.952715,1,7.303542
-14.254881,1,7.304474
-31.425544,1,7.305178
-4.823761,1,7.305962
-25.862068,1,7.306903
-6.930958,1,7.307637
-10.267716,1,7.308414
100.0,1,7.309117
-2.535493,1,7.309866
-29.276052,1,7.310765
-16.753703,1,7.311615
-12.020904,1,7.312397
-11.633067,1,7.313181
-16.831662,1,7.313892
-11.442705,1,7.314599
-5.452147,1,7.315333
100.0,1,7.31603
-6.157533,1,7.316744
-9.609674,1,7.317544
-15.128208,1,7.318292
-4.334202,1,7.319035
-5.589549,1,7.319782
-3.560089,1,7.320539
-7.481455,1,7.321243
-11.994826,1,7.321949
-14.254767,1,7.322951
100.0,1,7.323666
100.0,1,7.324379
-19.491448,1,7.325229
-7.990955,1,7.325999
-3.563872,1,7.326763
-3.551434,1,7.327517
-10.43452,1,7.328236
-27.329287,1,7.328951
-27.777224,1,7.329675
-15.276672,1,7.330379
-2.2348,1,7.331177
-9.551768,1,7.331885
-13.244094,1,7.332702
-13.711567,1,7.333592
-3.459666,1,7.334341
-8.6061,1,7.335114
-5.045723,1,7.335821
100.0,1,7.33652
-8.810447,1,7.337246
-14.340454,1,7.337953
-3.330029,1,7.338661
-2.539283,1,7.33942
-6.866814,1,7.340118
-18.451675,1,7.340823
-15.425576,1,7.341526
-6.059354,1,7.342222
-6.93994,1,7.342973
-11.9829,1,7.34401
-6.266954,1,7.34472
-6.118639,1,7.345424
-2.516099,1,7.346169
-27.153606,1,7.347216
-11.071279,1,7.348091
-7.436398,1,7.348801
100.0,1,7.349489
-12.414081,1,7.350259
-4.478215,1,7.35098
-16.364665,1,7.351763
-12.568104,1,7.352633
-12.195576,1,7.353336
-10.003994,1,7.354035
-8.090722,1,7.3548
-3.280546,1,7.355561
-7.716228,1,7.3563
-6.877645,1,7.357002
-8.440345,1,7.357709
-11.001888,1,7.358408
-16.875739,1,7.359108
-2.81407,1,7.359873
-9.247947,1,7.36062
-8.840561,1,7.361326
-5.468988,1,7.362033
-14.68654,1,7.362742
-11.110896,1,7.363442
-26.681317,1,7.364385
-12.93942,1,7.365442
100.0,1,7.366142
-6.952028,1,7.366904
-2.916621,1,7.367672
-13.442158,1,7.368378
-9.48952,1,7.369273
-3.539883,1,7.370025
-4.505166,1,7.370771
-28.653786,1,7.371665
100.0,1,7.372377
-19.793442,1,7.373084
-29.413437,1,7.373798
-7.917792,1,7.374559
-23.676116,1,7.375263
-14.763007,1,7.375964
-4.557584,1,7.376671
-3.494722,1,7.377421
-4.950164,1,7.378123
-4.876756,1,7.379137
100.0,1,7.379855
-14.136339,1,7.38056
-15.308487,1,7.381322
-25.047032,1,7.382027
-12.382199,1,7.38276
-9.203254,1,7.383456
-10.772033,1,7.38419
-17.669086,1,7.384902
100.0,1,7.385603
-32.343963,1,7.386304
-6.372502,1,7.387021
-3.029449,1,7.387762
-15.802107,1,7.388597
-6.947402,1,7.389357
100.0,1,7.39005
-2.668235,1,7.390803
-7.940704,1,7.391554
-29.821153,1,7.392252
-8.632397,1,7.393028
-15.520772,1,7.393916
-7.246834,1,7.394675
-8.898258,1,7.395415
-6.83308,1,7.396141
-6.088105,1,7.396911
-3.692093,1,7.397664
-13.936202,1,7.398359
-2.551279,1,7.39907
-10.508127,1,7.399779
-4.279328,1,7.400548
-12.812997,1,7.401248
100.0,1,7.401966
-12.59656,1,7.402744
-22.150226,1,7.403454
-7.431609,1,7.404156
-2.313848,1,7.404953
-14.217279,1,7.405864
-27.81135,1,7.406572
-18.831799,1,7.407264
-10.12429,1,7.408048
100.0,1,7.408768
-6.301036,1,7.409516
-14.29623,1,7.410294
-2.01903,1,7.411078
-13.659106,1,7.411789
-26.799617,1,7.412668
-6.79895,1,7.41337
-11.502341,1,7.414396
-6.261448,1,7.415153
100.0,1,7.415867
-15.1573,1,7.41671
-14.297097,1,7.417477
100.0,1,7.418215
100.0,1,7.418912
-8.63427,1,7.419621
-8.003418,1,7.420319
-16.463055,1,7.421117
-2.578244,1,7.421836
-31.269512,1,7.422865
-4.265566,1,7.423625
-8.576833,1,7.424323
-8.459454,1,7.425112
100.0,1,7.425827
-12.415876,1,7.426592
-5.565655,1,7.427341
-30.192956,1,7.428385
-10.206954,1,7.429138
100.0,1,7.429866
-9.43099,1,7.430579
-9.118664,1,7.769743
-15.313683,1,7.771449
-8.166981,1,7.772891
-15.17463,1,7.774381
-16.886606,1,7.776423
-12.851617,1,7.777926
100.0,1,7.779285
-10.815527,1,7.780653
-11.759482,1,7.782126
-14.056915,1,7.783539
-6.753657,1,7.78492
100.0,1,7.786288
-14.168386,1,7.787647
-15.810519,1,7.789322
-7.125953,1,7.790604
-4.873216,1,7.791677
-8.960968,1,7.792758
-13.837796,1,7.793828
-15.647685,1,7.794894
-2.450167,1,7.795965
100.0,1,7.797009
-17.363146,1,7.79853
-13.191931,1,7.799604
-13.936534,1,7.800676
-4.105825,1,7.801829
100.0,1,7.80292
-6.751571,1,7.804058
-2.152906,1,7.805192
-3.335691,1,7.806403
-5.222979,1,7.807476
-2.387588,1,7.808618
-8.802454,1,7.809688
-11.073024,1,7.81064
-20.088984,1,7.811679
-12.078135,1,7.812379
-6.420638,1,7.813109
-27.667961,1,7.814122
100.0,1,7.814839
100.0,1,7.815547
-10.482957,1,7.816244
-11.652138,1,7.816944
-5.046857,1,7.817651
-4.483957,1,7.818435
-3.633047,1,7.819196
-7.965282,1,7.819945
-6.81604,1,7.820655
-14.725156,1,7.821348
-5.54724,1,7.822048
-13.095541,1,7.822753
-9.393523,1,7.823517
-5.314707,1,7.824262
100.0,1,7.824956
-8.964818,1,7.825768
-26.03816,1,7.826469
-24.007563,1,7.827512
-13.008119,1,7.828484
-2.302424,1,7.829211
-15.558578,1,7.829923
100.0,1,7.830634
-20.833783,1,7.831462
100.0,1,7.83217
-4.930062,1,7.832922
-9.816458,1,7.833675
-13.232711,1,7.834504
-7.109743,1,7.835302
100.0,1,7.835999
100.0,1,7.836717
-16.014719,1,7.837419
-17.323373,1,7.838439
-6.816767,1,7.839205
100.0,1,7.839914
-9.660107,1,7.840649
-20.748831,1,7.841353
-15.994739,1,7.842054
-13.417449,1,7.842756
-8.056323,1,7.843491
-4.812298,1,7.844243
-18.09986,1,7.845029
-5.490834,1,7.845782
-25.711779,1,7.846478
100.0,1,7.847186
-28.924834,1,7.8479
-2.35016,1,7.848607
100.0,1,7.849311
-2.935705,1,7.850055
