#{"t_start": 1770576848.9145932, "env_id": "None"}
r,l,t
-3.857158,1,32.1876
-8.247574,1,32.188594
-6.77361,1,32.189361
-3.312398,1,32.190126
-8.069487,1,32.190873
-5.102548,1,32.191579
-5.695837,1,32.192277
-8.831762,1,32.193048
-6.06677,1,32.193826
100.0,1,32.194532
-3.497107,1,32.195293
-5.321947,1,32.196064
-3.504407,1,32.196768
-10.73041,1,32.197512
-10.500141,1,32.198309
-3.191382,1,32.199042
-13.556813,1,32.19982
-7.137615,1,32.200526
-4.256619,1,32.201335
-12.02554,1,32.202038
-12.194624,1,32.202743
-14.254618,1,32.203444
-13.949741,1,32.20446
-4.641975,1,32.205207
100.0,1,32.205917
-8.321976,1,32.206624
-8.487137,1,32.207378
100.0,1,32.208086
100.0,1,32.208787
100.0,1,32.209478
-5.090541,1,32.210229
-5.305056,1,32.210989
-3.175624,1,32.211747
-3.246652,1,32.21249
-6.301214,1,32.213204
100.0,1,32.213909
100.0,1,32.214614
-14.582844,1,32.215316
-4.976557,1,32.216063
-11.182081,1,32.217056
-3.101105,1,32.217809
100.0,1,32.218513
-3.592515,1,32.219213
-7.217448,1,32.219975
-8.49573,1,32.220766
-5.688939,1,32.221537
-2.042276,1,32.222294
100.0,1,32.222992
-2.753992,1,32.223726
-8.867758,1,32.224735
-4.524701,1,32.225504
100.0,1,32.2262
-3.226174,1,32.226942
-3.30222,1,32.22769
-8.872422,1,32.22843
-7.321245,1,32.229173
-10.364141,1,32.229902
-10.093253,1,32.230615
100.0,1,32.231327
-2.094068,1,32.232068
-7.877577,1,32.232774
-10.890726,1,32.233478
-6.200951,1,32.234253
-3.326567,1,32.235008
-2.07929,1,32.235763
-10.03015,1,32.236461
-3.203212,1,32.23717
-2.277634,1,32.237877
-2.962352,1,32.238641
-2.837603,1,32.239384
-5.126149,1,32.240148
-6.796954,1,32.240901
-2.606215,1,32.24166
-20.045323,1,32.242359
100.0,1,32.243055
100.0,1,32.243779
100.0,1,32.244471
-2.252226,1,32.245173
-4.860184,1,32.245882
-5.655377,1,32.246678
-12.820776,1,32.247406
-9.597938,1,32.248167
-3.183337,1,32.248908
-5.528886,1,32.249678
-8.369962,1,32.250422
100.0,1,32.251118
100.0,1,32.251836
100.0,1,32.252527
-5.999564,1,32.253293
100.0,1,32.25401
-5.069162,1,32.254761
-6.725194,1,32.255525
-9.829783,1,32.256287
100.0,1,32.25698
-2.390822,1,32.257723
100.0,1,32.258439
100.0,1,32.259128
-7.685578,1,32.259936
-12.613645,1,32.260642
100.0,1,32.261325
-2.049446,1,32.262072
-13.403428,1,32.262779
-4.92165,1,32.263488
-5.244925,1,32.264259
100.0,1,32.264965
-2.628177,1,32.265672
-5.284544,1,32.26642
-7.245615,1,32.267138
-11.589284,1,32.267898
-8.859354,1,32.268667
-4.916348,1,32.269411
100.0,1,32.270128
100.0,1,32.270826
-3.518967,1,32.271583
-8.108354,1,32.272327
100.0,1,32.273028
100.0,1,32.273726
-2.718856,1,32.274484
100.0,1,32.275201
-6.053325,1,32.275964
-7.017435,1,32.276672
-7.895494,1,32.27742
-8.896341,1,32.278186
100.0,1,32.278883
-2.089149,1,32.279642
-7.156934,1,32.280376
-16.086722,1,32.281085
-8.169597,1,32.281848
-11.482699,1,32.282645
-7.742778,1,32.283442
-30.019871,1,32.284333
-3.130716,1,32.285118
100.0,1,32.285821
-6.429501,1,32.28658
100.0,1,32.28729
-3.807539,1,32.288037
-2.09501,1,32.28879
-12.595079,1,32.289572
-11.176028,1,32.290371
100.0,1,32.291088
-5.994839,1,32.291846
-3.356081,1,32.292556
-18.33119,1,32.293264
-11.741565,1,32.294082
-3.345125,1,32.294842
-4.489614,1,32.295593
-3.63974,1,32.296291
-3.780742,1,32.29703
-5.555621,1,32.297797
100.0,1,32.298491
-5.989317,1,32.299276
-2.406122,1,32.300026
-9.509382,1,32.300822
-12.409394,1,32.301575
-5.358807,1,32.302322
-9.893979,1,32.303033
-3.810881,1,32.303793
100.0,1,32.304489
-10.493999,1,32.305261
-13.337352,1,32.306049
-2.823229,1,32.306811
-2.941503,1,32.307575
-7.780979,1,32.30833
-2.322818,1,32.309073
-3.690871,1,32.309825
-4.874237,1,32.310569
-10.081756,1,32.311277
100.0,1,32.311977
100.0,1,32.312667
-3.153781,1,32.313408
-10.728259,1,32.314178
-7.684149,1,32.314916
100.0,1,32.315608
-2.086686,1,32.316345
100.0,1,32.317051
100.0,1,32.317745
100.0,1,32.318439
-5.353799,1,32.319178
100.0,1,32.319883
100.0,1,32.320591
100.0,1,32.321294
100.0,1,32.322007
-12.241048,1,32.322796
-12.957186,1,32.323494
-5.695978,1,32.324207
-7.825999,1,32.324917
-5.358232,1,32.325693
-11.832722,1,32.326447
-9.102377,1,32.327205
-4.203018,1,32.327984
-3.313107,1,32.328738
-8.733312,1,32.329485
100.0,1,32.330183
-12.4459,1,32.330887
-13.194553,1,32.331697
-6.448974,1,32.332437
-3.381447,1,32.333215
-7.378594,1,32.333918
-10.131431,1,32.334674
-2.482546,1,32.335433
-8.514454,1,32.33616
100.0,1,32.33688
-9.905293,1,32.337585
-27.477159,1,32.338627
-5.086235,1,32.339388
100.0,1,32.340102
100.0,1,32.34079
100.0,1,32.341473
-6.813681,1,32.342171
-4.865226,1,32.342917
100.0,1,32.343612
-5.495948,1,32.34435
100.0,1,32.345052
100.0,1,32.34577
100.0,1,32.346467
-2.413652,1,32.347218
-7.419013,1,32.347976
-2.299076,1,32.348729
-7.972704,1,32.34944
-7.448983,1,32.350186
100.0,1,32.350888
100.0,1,32.351582
-3.443844,1,32.35233
-4.959018,1,32.353107
-3.64665,1,32.353818
-9.611198,1,32.354596
-10.738028,1,32.355296
-3.108051,1,32.356041
-3.883568,1,32.356792
-20.50579,1,32.357575
-16.16051,1,32.358338
-2.647879,1,32.359087
-12.226929,1,32.359855
-14.159201,1,32.360575
-3.297595,1,32.361317
-4.238843,1,32.362066
100.0,1,32.362779
-5.254767,1,32.363475
-4.226474,1,32.364223
-3.03998,1,32.364969
-6.952912,1,32.365674
100.0,1,32.366364
-3.708394,1,32.367133
100.0,1,32.367855
100.0,1,32.368564
-2.341025,1,32.369305
-2.910559,1,32.370056
-5.861019,1,32.370822
-5.347191,1,32.371523
-6.563664,1,32.372301
-16.177339,1,32.373067
-2.260749,1,32.373772
-9.827371,1,32.374468
-3.835572,1,32.375268
-3.995413,1,32.376014
-2.72385,1,32.376757
-7.444691,1,32.377504
-5.954834,1,32.37825
100.0,1,32.378947
-13.522943,1,32.379779
-11.649323,1,32.380476
-3.326275,1,32.381183
-6.3227,1,32.381942
100.0,1,32.382646
-7.85479,1,32.383344
100.0,1,32.384041
-6.273197,1,32.384802
100.0,1,32.385506
-2.813824,1,32.386278
-9.166458,1,32.387
-3.996479,1,32.387754
-5.172985,1,32.388541
-9.258923,1,32.389322
100.0,1,32.390048
-5.715734,1,32.390802
-7.203386,1,32.391509
-6.950678,1,32.392281
-3.759475,1,32.393021
-11.522822,1,32.393721
-7.305221,1,32.394455
-2.192329,1,32.395208
-23.474879,1,32.396074
100.0,1,32.396792
-3.01713,1,32.39755
-8.043484,1,32.398366
-22.628952,1,32.399075
-7.438675,1,32.399827
-19.903302,1,32.7321
-7.413066,1,32.733654
-6.13108,1,32.735126
-3.575831,1,32.736567
-4.999386,1,32.738358
-7.093565,1,32.739725
-2.759261,1,32.74108
100.0,1,32.742441
-4.489722,1,32.744464
-4.530575,1,32.745936
-5.50294,1,32.747365
-4.648923,1,32.748827
100.0,1,32.750236
-4.513637,1,32.751667
100.0,1,32.752969
-6.77239,1,32.754058
-6.062796,1,32.75521
100.0,1,32.756257
-9.234239,1,32.757437
-2.809362,1,32.758616
100.0,1,32.75971
-2.713744,1,32.760869
100.0,1,32.761929
100.0,1,32.763002
-3.537791,1,32.764136
100.0,1,32.765193
-7.342912,1,32.766266
-3.397364,1,32.767439
-11.608525,1,32.768571
-2.583184,1,32.769793
-10.22119,1,32.770864
-4.369447,1,32.772016
100.0,1,32.772986
-2.985,1,32.773735
-3.593936,1,32.774477
100.0,1,32.775195
-5.232984,1,32.775896
-3.318288,1,32.77666
100.0,1,32.777365
-6.587583,1,32.778077
100.0,1,32.778786
-4.482497,1,32.779565
100.0,1,32.780271
-2.774393,1,32.781009
-7.321685,1,32.78171
100.0,1,32.782403
-7.435143,1,32.783153
-7.6592,1,32.783932
-8.01159,1,32.784671
-3.43968,1,32.785398
100.0,1,32.786105
-11.247759,1,32.786838
100.0,1,32.787558
100.0,1,32.788258
100.0,1,32.788963
-7.95252,1,32.789734
-8.68611,1,32.790446
-4.814107,1,32.791167
-2.088817,1,32.791912
-9.474559,1,32.792673
100.0,1,32.793358
-4.311429,1,32.794063
-9.027078,1,32.794779
-2.717188,1,32.795521
-7.620902,1,32.796266
-10.074608,1,32.797038
-3.935942,1,32.797744
-4.551137,1,32.798493
-2.882156,1,32.799266
-6.819376,1,32.80004
-9.859382,1,32.800796
-18.385851,1,32.801624
-4.590775,1,32.802394
-3.562485,1,32.80314
-9.639798,1,32.80389
-10.935321,1,32.804595
-5.706556,1,32.8053
-10.506862,1,32.806077
-3.821057,1,32.806831
100.0,1,32.807518
-3.82339,1,32.808271
-6.268047,1,32.809034
-19.807781,1,32.809841
-6.4504,1,32.810618
-7.842198,1,32.811382
-6.356001,1,32.812156
-5.923166,1,32.812925
-4.467677,1,32.813679
-3.345028,1,32.814434
100.0,1,32.815124
100.0,1,32.815842
-7.866723,1,32.816548
-3.753278,1,32.817288
-13.276662,1,32.818005
-12.568112,1,32.818769
-4.654858,1,32.819464
-8.045859,1,32.820227
-10.619708,1,32.820966
-4.098944,1,32.821731
-8.697811,1,32.822479
100.0,1,32.82318
100.0,1,32.823906
-5.044617,1,32.824651
100.0,1,32.82534
-11.440025,1,32.826084
-20.890472,1,32.826805
100.0,1,32.827494
100.0,1,32.82819
-3.780863,1,32.828937
-4.334612,1,32.829641
-2.831182,1,32.830382
-11.543767,1,32.831145
100.0,1,32.831843
-10.489584,1,32.832614
-6.770601,1,32.833351
-11.63674,1,32.834107
-4.552966,1,32.834858
-8.679158,1,32.835822
-8.516279,1,32.836611
-3.601007,1,32.837408
-16.333509,1,32.838107
-3.08594,1,32.838836
100.0,1,32.83954
-9.744905,1,32.840263
-13.720292,1,32.840967
100.0,1,32.841662
-6.112062,1,32.842434
100.0,1,32.843145
100.0,1,32.843854
-4.741841,1,32.844649
-8.387296,1,32.845385
-4.133093,1,32.846143
-7.68147,1,32.846898
100.0,1,32.84759
-8.502363,1,32.848339
-6.525231,1,32.849106
100.0,1,32.849806
100.0,1,32.850526
-8.857941,1,32.851292
100.0,1,32.851998
-3.162057,1,32.852715
-12.048463,1,32.853466
-3.027515,1,32.854213
-4.565071,1,32.854918
-11.268795,1,32.85576
-12.036927,1,32.856504
-3.49274,1,32.857305
-6.910124,1,32.858047
-14.557626,1,32.858753
-13.931145,1,32.85951
-4.053332,1,32.860262
-11.797047,1,32.861102
-2.540302,1,32.861852
-2.261761,1,32.862606
-11.244781,1,32.863415
-7.873619,1,32.864119
-2.971917,1,32.864866
100.0,1,32.865582
-3.743,1,32.866284
-3.284534,1,32.867027
100.0,1,32.867724
-4.407591,1,32.868459
-7.119609,1,32.869168
-4.927781,1,32.86992
-4.040189,1,32.87066
-12.937623,1,32.871439
-2.894715,1,32.872185
100.0,1,32.872893
-3.463348,1,32.873654
-5.083514,1,32.874405
-3.07444,1,32.875154
-3.804265,1,32.875859
-11.882619,1,32.876609
100.0,1,32.877294
-2.078116,1,32.878044
100.0,1,32.878756
-6.542671,1,32.879455
-15.236576,1,32.880156
100.0,1,32.880862
-8.032478,1,32.881596
-10.578502,1,32.882432
-4.238736,1,32.883202
-6.262323,1,32.883965
-2.537978,1,32.884672
-2.035212,1,32.885408
100.0,1,32.886097
100.0,1,32.886797
100.0,1,32.887507
-5.066774,1,32.888243
-2.318167,1,32.888994
-5.775875,1,32.889711
-6.321312,1,32.890457
100.0,1,32.891183
100.0,1,32.891879
100.0,1,32.892588
-4.660387,1,32.893328
-6.889252,1,32.894084
-4.034778,1,32.894835
-6.253838,1,32.895593
-6.317525,1,32.896399
-9.21042,1,32.897138
-8.74859,1,32.89784
-2.128912,1,32.89854
-10.89485,1,32.899292
-8.439483,1,32.899997
100.0,1,32.900704
-3.979689,1,32.901475
100.0,1,32.90218
-5.480221,1,32.902889
-19.139941,1,32.903668
-10.115491,1,32.904366
-8.110594,1,32.905124
-4.242228,1,32.906007
-9.675409,1,32.906766
-10.831976,1,32.907538
100.0,1,32.908227
100.0,1,32.908937
-4.353852,1,32.909679
-2.358225,1,32.910414
-7.560737,1,32.911162
-3.21554,1,32.911915
100.0,1,32.912619
-8.676834,1,32.913324
100.0,1,32.91402
100.0,1,32.914726
-2.196652,1,32.915421
-3.177402,1,32.916173
-6.360931,1,32.916977
-2.254101,1,32.917717
-3.453344,1,32.918476
-6.412684,1,32.919269
-4.007663,1,32.92004
-3.608194,1,32.920792
-4.39098,1,32.92149
-2.368093,1,32.922226
-2.863092,1,32.922957
-3.445568,1,32.923666
-6.976288,1,32.924361
-2.694884,1,32.925104
100.0,1,32.925795
-8.601156,1,32.926491
-14.253865,1,32.927196
-8.635184,1,32.927902
-5.386526,1,32.928647
-6.737899,1,32.929342
-6.498982,1,32.930037
-9.495968,1,32.930784
-13.327001,1,32.93148
-9.836978,1,32.932247
-16.222363,1,32.933004
100.0,1,32.93371
-14.871723,1,32.934502
-6.905475,1,32.935227
100.0,1,32.935919
-5.919222,1,32.936669
-9.542201,1,32.937364
-5.292523,1,32.938068
-4.960736,1,32.938772
-4.891624,1,32.939531
-3.261233,1,32.94028
100.0,1,32.940986
100.0,1,32.941696
-8.201999,1,32.942393
100.0,1,32.943089
-5.853904,1,32.943913
-5.667145,1,32.944707
-3.328623,1,32.945445
100.0,1,32.946147
-4.70059,1,32.946942
-4.439084,1,32.947695
-3.767731,1,32.948395
100.0,1,32.94911
-4.608861,1,32.94987
-9.920071,1,32.950652
100.0,1,32.951351
-8.333426,1,32.95205
-2.576493,1,32.952754
-9.094673,1,32.95345
-2.176154,1,32.9542
-10.522377,1,32.955203
-5.813152,1,32.955951
-3.751263,1,32.956757
-5.802633,1,32.957512
-2.250464,1,32.958247
-5.644298,1,32.959008
-12.809474,1,32.959767
-8.529279,1,32.960646
-2.975147,1,32.961392
100.0,1,32.962087
100.0,1,32.962791
100.0,1,32.963493
-3.017862,1,32.964194
100.0,1,32.964889
100.0,1,32.965609
100.0,1,32.966322
-2.409947,1,32.967059
-3.934914,1,32.967768
-7.792967,1,32.968544
-13.25153,1,32.969299
-4.375758,1,32.970061
-4.324855,1,32.970778
-4.902732,1,32.976815
-2.808497,1,32.977525
100.0,1,32.978223
100.0,1,32.97894
100.0,1,32.979641
100.0,1,32.980332
-4.777865,1,32.981073
-5.257765,1,32.981851
-4.861074,1,32.982593
-15.499068,1,32.98329
-12.156469,1,32.984068
-10.980191,1,32.984854
-7.642175,1,32.985635
-4.190076,1,32.986354
-8.957421,1,32.987147
-7.186581,1,32.987858
-6.392299,1,32.988588
100.0,1,32.989305
-6.079857,1,32.990048
-4.339862,1,32.990824
100.0,1,32.991545
-8.038015,1,32.992318
-5.078564,1,32.993055
-4.13984,1,32.993806
100.0,1,32.99449
-10.633252,1,32.995216
-3.646249,1,32.99596
100.0,1,32.996658
-4.814041,1,32.997433
100.0,1,32.998149
100.0,1,32.998846
-2.897105,1,32.999558
100.0,1,33.000268
-5.403982,1,33.000974
100.0,1,33.001707
-8.090836,1,33.002474
-3.529387,1,33.003191
100.0,1,33.003891
-31.261419,1,33.004934
-10.062072,1,33.005659
-2.187017,1,33.006399
100.0,1,33.007099
-6.873452,1,33.007859
100.0,1,33.008556
-3.14485,1,33.0093
-13.311104,1,33.010057
-3.359735,1,33.01081
-6.928049,1,33.01155
-4.163948,1,33.012302
-3.483629,1,33.013027
-12.707025,1,33.013733
-13.274554,1,33.014582
-8.599882,1,33.015319
100.0,1,33.016009
-10.848716,1,33.016748
-2.522968,1,33.017478
-8.276542,1,33.018215
100.0,1,33.018944
-6.734121,1,33.019715
-7.439755,1,33.020474
-7.265471,1,33.02124
-5.686,1,33.022001
-8.746786,1,33.022716
100.0,1,33.023404
-2.001936,1,33.02415
100.0,1,33.02486
-9.973121,1,33.025561
-13.55982,1,33.026318
-9.794976,1,33.02734
-9.350618,1,33.028178
-14.701837,1,33.028993
-3.763462,1,33.029747
-11.212738,1,33.03055
-10.212855,1,33.031288
-2.221462,1,33.031993
-2.595477,1,33.03275
-8.753737,1,33.033525
-4.332853,1,33.034348
-2.254563,1,33.035089
100.0,1,33.0358
-7.245111,1,33.036562
100.0,1,33.037265
100.0,1,33.037954
100.0,1,33.038646
-11.822844,1,33.039341
-5.285856,1,33.040093
-2.257815,1,33.040844
100.0,1,33.041537
-4.970743,1,33.042285
100.0,1,33.042982
100.0,1,33.043706
-4.909533,1,33.044403
-2.060697,1,33.045156
-5.637856,1,33.045903
-5.255303,1,33.046661
-6.971378,1,33.047383
-7.168323,1,33.048129
-3.690904,1,33.048887
-4.322044,1,33.049589
-4.431658,1,33.050287
-8.542559,1,33.051025
-14.78521,1,33.051862
-2.311963,1,33.052618
-3.857357,1,33.053375
-8.064897,1,33.054167
-3.037911,1,33.054876
-2.829498,1,33.055625
-5.643867,1,33.056326
100.0,1,33.057028
-14.370898,1,33.058045
-3.64242,1,33.058798
100.0,1,33.059505
-7.850336,1,33.060263
-10.5473,1,33.060977
100.0,1,33.061697
100.0,1,33.062407
-10.371294,1,33.063212
100.0,1,33.063922
-12.690048,1,33.064686
-10.709588,1,33.065386
-4.612996,1,33.066151
-12.55318,1,33.06691
-2.219815,1,33.06766
100.0,1,33.068381
-18.495173,1,33.069186
-4.650387,1,33.06994
-5.556423,1,33.070733
-5.623488,1,33.071626
-9.551518,1,33.072345
-3.118785,1,33.073097
100.0,1,33.073817
100.0,1,33.074517
-11.594443,1,33.075221
100.0,1,33.075925
-3.806921,1,33.076689
100.0,1,33.077417
100.0,1,33.078142
-5.001803,1,33.078861
-5.154654,1,33.079632
-5.818566,1,33.080379
-3.371553,1,33.08114
-20.398975,1,33.082202
-4.115976,1,33.082961
-3.098745,1,33.08371
-5.546755,1,33.084422
-2.029625,1,33.085188
-9.088086,1,33.085937
100.0,1,33.086647
-4.47775,1,33.087383
-9.371132,1,33.08814
-14.510097,1,33.088951
-6.841388,1,33.089707
-4.417597,1,33.090475
-4.803962,1,33.091278
-2.903247,1,33.092038
-9.335931,1,33.092799
100.0,1,33.093521
-3.868416,1,33.094301
-4.378681,1,33.095013
-4.843565,1,33.095775
100.0,1,33.096495
-4.016401,1,33.097251
-3.30716,1,33.097965
100.0,1,33.098672
-5.681753,1,33.099373
-8.989465,1,33.100147
-2.346543,1,33.100911
-21.573172,1,33.10172
100.0,1,33.102414
100.0,1,33.103114
100.0,1,33.103831
-3.206279,1,33.104633
-6.585771,1,33.105395
-4.36989,1,33.106179
-11.177441,1,33.106957
-6.356819,1,33.107679
-3.987685,1,33.10843
100.0,1,33.109153
-6.794917,1,33.109867
-18.264968,1,33.110672
-2.014307,1,33.111444
-8.889843,1,33.112197
-9.160464,1,33.112974
-12.529627,1,33.113697
-11.860937,1,33.114482
100.0,1,33.115185
-9.921127,1,33.115898
-9.108163,1,33.116645
100.0,1,33.117354
-2.104007,1,33.118122
-3.98055,1,33.118906
-2.304342,1,33.119688
-9.179043,1,33.12041
-11.919334,1,33.121206
100.0,1,33.121934
-7.201889,1,33.122663
100.0,1,33.123382
100.0,1,33.124092
-5.025287,1,33.124865
-16.631664,1,33.125581
-10.517932,1,33.126369
-2.955386,1,33.127155
-10.108023,1,33.127919
-2.265403,1,33.128679
100.0,1,33.129381
-7.17244,1,33.130099
100.0,1,33.130808
-4.707386,1,33.131575
-4.158583,1,33.132312
-9.15921,1,33.133075
100.0,1,33.133808
-2.846266,1,33.470816
-10.104099,1,33.472349
-2.767883,1,33.473798
100.0,1,33.475181
-6.753334,1,33.476649
-10.956462,1,33.478183
-16.642827,1,33.479684
-4.54971,1,33.481107
-9.255999,1,33.482554
-6.397839,1,33.483996
-2.19294,1,33.48546
-2.712127,1,33.486912
-18.178086,1,33.488449
-3.231725,1,33.489908
100.0,1,33.491275
-9.828535,1,33.492568
-9.522172,1,33.493644
-13.08388,1,33.494844
-4.590134,1,33.495989
100.0,1,33.497041
-6.560816,1,33.498163
-2.556336,1,33.499314
100.0,1,33.500376
-4.670197,1,33.501548
-4.269234,1,33.50262
-4.214762,1,33.503693
-6.402493,1,33.504765
-8.567167,1,33.505921
-6.586867,1,33.506997
100.0,1,33.508061
100.0,1,33.509123
-9.220571,1,33.510295
-4.695503,1,33.511225
-2.389861,1,33.511978
-2.299899,1,33.51273
100.0,1,33.513438
-7.47006,1,33.514196
-22.010118,1,33.514995
-3.764215,1,33.515737
-10.35961,1,33.516482
-4.290684,1,33.517229
-11.631421,1,33.51798
-6.241086,1,33.518739
-3.354693,1,33.519477
-11.062933,1,33.520265
-11.826206,1,33.520984
-12.095808,1,33.521712
100.0,1,33.522413
-20.780464,1,33.523294
100.0,1,33.524004
-3.474513,1,33.524721
100.0,1,33.52543
-5.494315,1,33.526193
-4.021921,1,33.526954
-11.916834,1,33.527729
-7.789309,1,33.528519
-3.900718,1,33.52928
100.0,1,33.529973
-7.222251,1,33.530717
-4.448575,1,33.531466
-9.492899,1,33.532227
-10.458134,1,33.532934
-2.926136,1,33.533692
-5.524673,1,33.534455
-3.127488,1,33.535223
-8.016981,1,33.535968
-3.049643,1,33.536805
100.0,1,33.537512
-2.93514,1,33.538249
100.0,1,33.538965
-7.207028,1,33.539708
-5.48016,1,33.540407
100.0,1,33.541099
-2.981341,1,33.541848
-4.421733,1,33.542594
-12.79342,1,33.543373
100.0,1,33.544066
-2.412215,1,33.544767
-7.858887,1,33.545533
-12.182207,1,33.546324
-16.675142,1,33.547126
-9.16569,1,33.54785
-2.712069,1,33.548606
-4.067825,1,33.549362
-4.853344,1,33.550109
-8.893716,1,33.550811
-3.170995,1,33.551553
-5.676631,1,33.552318
-17.925883,1,33.553024
100.0,1,33.553722
100.0,1,33.55443
-17.751812,1,33.555217
100.0,1,33.555918
100.0,1,33.556643
-2.416304,1,33.557396
-17.751996,1,33.558201
-12.098617,1,33.558913
-3.153086,1,33.559681
100.0,1,33.560363
-3.92779,1,33.561123
-4.71759,1,33.561827
-7.505628,1,33.562574
-5.043709,1,33.563294
-2.810478,1,33.564055
-10.05117,1,33.564803
-10.203343,1,33.56579
100.0,1,33.56651
-6.210696,1,33.56722
-13.309745,1,33.568002
-10.524066,1,33.568721
100.0,1,33.569405
100.0,1,33.5701
-5.361633,1,33.570848
-11.647171,1,33.571615
-9.549404,1,33.572347
-4.131306,1,33.573088
-3.405367,1,33.573838
-2.875065,1,33.574645
-2.578301,1,33.575396
-2.29782,1,33.576392
-6.966156,1,33.577121
-10.134478,1,33.577898
-4.208949,1,33.578655
-13.586012,1,33.579432
-4.165208,1,33.580187
-5.002607,1,33.580904
100.0,1,33.581611
-5.933377,1,33.582306
-8.348406,1,33.583053
-14.285979,1,33.583834
100.0,1,33.584541
100.0,1,33.585243
-11.398676,1,33.585948
-2.669204,1,33.586652
-6.878661,1,33.587441
100.0,1,33.588131
100.0,1,33.588822
-3.93336,1,33.589579
-7.590552,1,33.590284
100.0,1,33.591008
100.0,1,33.591701
-11.321663,1,33.592461
-2.98665,1,33.593214
-2.953285,1,33.593962
-16.249935,1,33.594745
-6.426358,1,33.595479
-8.822895,1,33.596298
-3.448386,1,33.597004
-2.371366,1,33.597758
-4.414623,1,33.59852
100.0,1,33.599205
100.0,1,33.599906
-7.390693,1,33.600646
-5.428622,1,33.601398
-2.076326,1,33.602113
-8.224058,1,33.603028
100.0,1,33.60373
-8.090221,1,33.604467
-5.949774,1,33.605177
-3.674358,1,33.605947
-3.968123,1,33.6067
100.0,1,33.607399
-6.740116,1,33.608146
-3.794862,1,33.608909
100.0,1,33.609625
-6.975504,1,33.610409
-10.417222,1,33.611108
-7.375909,1,33.611856
-4.516034,1,33.61261
-2.22603,1,33.613352
100.0,1,33.614076
-6.114302,1,33.614834
100.0,1,33.615533
-3.484001,1,33.61627
-3.39905,1,33.617026
-11.921931,1,33.617801
-5.995567,1,33.618513
-4.459022,1,33.619218
-12.296363,1,33.619994
-2.856296,1,33.620754
100.0,1,33.621449
-4.699943,1,33.622164
-4.798578,1,33.622951
-2.415614,1,33.623698
-4.55112,1,33.624468
-2.990023,1,33.625219
100.0,1,33.625919
-6.603395,1,33.626688
100.0,1,33.627375
-8.633397,1,33.628077
-3.004088,1,33.628796
-6.797352,1,33.62955
-4.086432,1,33.630287
-4.891119,1,33.631014
-8.882721,1,33.631719
100.0,1,33.632411
-9.510816,1,33.633149
-3.165011,1,33.633898
-4.570851,1,33.634637
-5.749352,1,33.635386
-5.499051,1,33.636093
-13.647829,1,33.636884
-12.959415,1,33.637701
100.0,1,33.638391
-9.534034,1,33.639146
-5.906099,1,33.639892
-12.873226,1,33.64071
-4.64425,1,33.641452
100.0,1,33.642173
-4.422214,1,33.642909
-14.20598,1,33.643615
-3.126397,1,33.644372
-8.698262,1,33.64512
-7.669011,1,33.645897
-5.232523,1,33.646672
-4.832006,1,33.647373
-3.818549,1,33.648151
-11.104719,1,33.648859
-5.424282,1,33.64963
-2.689104,1,33.650385
-8.050442,1,33.651171
-7.079821,1,33.651938
100.0,1,33.652637
100.0,1,33.653347
-6.517847,1,33.654113
-3.559892,1,33.654818
-5.113796,1,33.655558
-2.507017,1,33.656323
-9.064106,1,33.657168
-7.973262,1,33.657878
-8.25923,1,33.658641
-4.240314,1,33.659392
-6.634659,1,33.660108
-2.160548,1,33.660854
-3.852567,1,33.661558
-4.272542,1,33.662257
100.0,1,33.662966
100.0,1,33.663664
-7.828282,1,33.664417
100.0,1,33.665121
-4.785712,1,33.665828
-3.22957,1,33.666567
-4.252804,1,33.667319
-3.514255,1,33.668033
100.0,1,33.668739
-4.290289,1,33.669476
-6.954789,1,33.670179
100.0,1,33.670907
100.0,1,33.671599
100.0,1,33.672293
-3.354646,1,33.67304
-3.549803,1,33.673742
100.0,1,33.674458
-5.33269,1,33.675209
100.0,1,33.675934
100.0,1,33.676653
-2.332164,1,33.677386
-5.205422,1,33.678137
-7.309074,1,33.678889
-4.991809,1,33.679633
100.0,1,33.680322
-5.764511,1,33.681087
-11.993008,1,33.681828
-8.50605,1,33.682605
-11.484736,1,33.683351
-3.945699,1,33.684062
-5.332993,1,33.684819
-3.083624,1,33.685525
100.0,1,33.686215
100.0,1,33.686912
-4.532704,1,33.68764
-2.543439,1,33.688338
100.0,1,33.689042
-33.337584,1,33.689749
-16.027612,1,33.690531
-8.679017,1,33.691242
-5.769665,1,33.692021
-3.153282,1,33.692733
-2.382393,1,33.693443
-10.37587,1,33.69426
-6.210778,1,33.695017
-8.92582,1,33.69572
100.0,1,33.696405
-5.075867,1,33.697147
-6.803978,1,33.697877
-3.286893,1,33.698621
-11.828284,1,33.699383
-10.64949,1,33.700099
-11.335672,1,33.700803
100.0,1,33.701511
-7.885122,1,33.702215
100.0,1,33.702927
-4.599429,1,33.703673
-24.366305,1,33.70449
-6.07289,1,33.705216
-3.05344,1,33.706011
100.0,1,33.706718
-8.060395,1,33.707493
-4.830868,1,33.7082
100.0,1,33.70889
-14.654053,1,33.70968
-3.382854,1,33.710465
-10.355882,1,33.711223
-7.869029,1,33.711997
-9.705314,1,33.712777
-5.91101,1,33.713521
100.0,1,33.714241
-15.948712,1,33.715001
-9.134148,1,33.715718
100.0,1,33.716433
-2.99429,1,33.717184
100.0,1,33.717904
-2.11922,1,33.718627
-2.208002,1,33.719358
100.0,1,33.720063
